id,original_title,predicted_genres
462201,சொல்லிவிடவா,['romance']
462248,Kaadhali,"['drama', 'romance']"
462256,ന്യൂ ഇയര്‍,['crime']
462349,बंजारन,['romance']
462350,గోవింద గోవింద,['mystery']
462391,ஆண் தேவதை,['romance']
462573,लहू के दो रंग,['family']
462655,सोने पे सुहागा,['crime']
462718,பரியேறும் பெருமாள்,['family']
462887,இறவாக்காலம்,['romance']
462951,നായരു പിടിച്ച പുലിവാല്,['romance']
462964,दावा,['crime']
463040,വിശ്വാസപൂര്‍വ്വം മന്‍സൂര്‍,['family']
463063,मुबारकां,['family']
463178,Alemari,['romance']
463179,Brindavana,['romance']
463181,Charminar,['biography']
463182,Yaare Koogadali,['mystery']
463185,Bahuparak,['romance']
463196,பட்டினப்பாக்கம்,['action']
463203,ಮನಸಾರೆ,['romance']
463206,Crazy Star,['mystery']
463207,Saarathi,['romance']
463210,ಸಂಜು ವೆಡ್ಸ್ ಗೀತಾ,['romance']
463291,மெர்குரி,['thriller']
463293,மேயாத மான்,['family']
463307,Ilzaam,['mystery']
463315,चेन कुली की मेन कुली,['family']
463423,களவு,['mystery']
463476,లై,['crime']
463617,Mummy Save Me,['horror']
463677,Pushpaka Vimana,['family']
463736,సుబ్బు,['romance']
463950,Adwaitha,['thriller']
463958,குலேபகாவலி,"['crime', 'mystery']"
463975,ಶ್ರಾವಣಿ ಸುಬ್ರಮಣ್ಯ,['musical']
464052,Wonder Woman 1984,['action']
464403,രാമലീല,['crime']
464443,राम भरोसे,"['crime', 'mystery']"
464457,KQ,['family']
464458,इत्तेफ़ाक़,['crime']
464587,दिल और दीवार,['crime']
464670,ആദി,['drama']
464692,Bulbul,['family']
464785,അതിശയൻ,['kids']
464881,ದಿಲ್ ರಂಗೀಲ,['family']
464979,ഹേയ് ജൂഡ്,['drama']
465024,ക്വീന്‍,['romance']
465027,Ambareesha,['biography']
465029,ഇ,['biography']
465099,నిన్ను కోరి,['romance']
465140,हम भी इंसान हैं,['crime']
465187,Kolara,['thriller']
465252,Virus,['mystery']
465378,గౌతమ్ నంద,['family']
465387,പ്രേതം ഉണ്ട് സൂക്ഷിക്കുക,['mystery']
465532,ഡെയ്സി,['romance']
465642,Parmanu: The Story of Pokhran,['documentary']
465651,फन्ने खां,['musical']
465656,केदारनाथ,['adventure']
466147,జయ జానకి నాయక,['romance']
466272,Once Upon a Time... in Hollywood,['western']
466282,To All the Boys I've Loved Before,['romance']
466403,Asura,['crime']
466420,Killers of the Flower Moon,['western']
466434,काला धंधा गोरे लोग,['crime']
466479,Arivu,['family']
466501,സൺഡേ ഹോളിഡേ,['family']
466505,Balachandrudu,['crime']
466550,Drive,['crime']
466681,മറുപടി,['drama']
466846,ക്യാംപസ് ഡയറി,['biography']
466926,శమంతకమణి,['mystery']
466961,മറഡോണ,['biography']
466998,സർവ്വോപരി പാലാക്കാരൻ,['romance']
467003,വര്‍ണ്യത്തില്‍ ആശങ്ക,['mystery']
467106,बरेली की बर्फी,['biography']
467117,பாஸ்கர் ஒரு ராஸ்கல்,['family']
467216,Chikka Putta,['family']
467242,Patel S.I.R,['war']
467244,The Zone of Interest,['biography']
467347,Hero,['crime']
467373,ആദം Joan,['adventure']
467444,కేటుగాడు,['crime']
467510,சம்பூர்ண ராமாயணம்,"['drama', 'documentary', 'biography']"
467649,ఫిదా,['romance']
467765,ആമി,['biography']
468014,മൈഥിലി വീണ്ടും വരുന്നു...,['family']
468269,Operation ಅಲಮೇಲಮ್ಮ,['mystery']
468329,Mukunda Murari,['family']
468667,കടം കഥ,['romance']
468799,Dandupalya 3,['adventure']
468836,Vaisakham,['family']
468848,ഞണ്ടുകളുടെ നാട്ടില്‍ ഒരിടവേള,['drama']
468853,...Re,['horror']
469148,വിശ്വ വിഖ്യാതരായ പയ്യന്മാര്‍,"['family', 'kids']"
469302,അവതാരം,['crime']
469338,Koni Kudai Aagume,['biography']
469349,என்னம்மா கண்ணு,['musical']
469718,ഹണീ ബീ 2.5,['biography']
469872,अ जेंटलमैन,['romance']
469985,മാളൂട്ടി,['family']
470133,திருட்டுப்பயலே 2,"['crime', 'mystery']"
470138,മൈഡിയർ കരടി,['biography']
470317,പറവ,['musical']
470319,ക്ലിന്‍റ്,['biography']
470433,പൂമരം,['biography']
470438,ബോബി,['romance']
470443,പുള്ളിക്കാരന്‍ സ്റ്റാറാ,['family']
470641,मुक्काबाज़,['family']
471331,పైసా వాసుల్,['crime']
471469,ఆనందో బ్రహ్మ,['horror']
471695,பார்ட்டி,['family']
471714,ലെച്ച്മി,['romance']
471754,പുണ്യാളന്‍ പ്രൈവറ്റ് ലിമിറ്റഡ്,['biography']
471765,വീണ്ടും കണ്ണൂര്‍,['romance']
471789,ചതിക്കാത്ത ചന്തു,['romance']
471892,शुभ मंगल सावधान,['family']
471894,पोस्टरब्वॉयज,['family']
471919,Lucknow Central,['musical']
471972,Chef,['crime']
472046,ഒരു വിശേഷപ്പെട്ട ബിരിയാണിക്കിസ്സ,['horror']
472116,ഉത്തരാസ്വയംവരം,['romance']
472123,गोलमाल अगेन,['horror']
472138,Thugs of Hindostan,['war']
472221,ആടുജീവിതം,['adventure']
472886,A 2nd Hand Lover,['romance']
472947,அபியும் அனுவும்,['romance']
473047,सत्यमेव जयते,['crime']
473052,जीवा,['crime']
473078,രാജതന്ത്രം,['family']
473234,అర్జున్ రెడ్డి,['drama']
473281,ഫിംഗർപ്രിൻറ്,"['crime', 'mystery']"
473825,കടത്തനാട്ടു മാക്കം,['romance']
473894,Dongaata,['family']
474084,आखिरी अदालत,['crime']
474350,It Chapter Two,['mystery']
474371,ഒതേനന്‍റെ മകൻ,['sci-fi']
474395,Teen Titans Go! To the Movies,['animation']
474492,കുടുംബം നമുക്കു ശ്രീകോവിൽ,['drama']
474555,അശ്വമേധം,['family']
474754,మా అన్నయ్య బంగారం,['family']
474940,കടത്തനാടൻ അമ്പാടി,['history']
474955,యుద్ధం శరణం,['adventure']
474956,ಒಂದು ಮೊಟ್ಟೆಯ ಕಥೆ,['romance']
474958,Meda Meeda Abbayi,['romance']
475004,தப்பு தண்டா,['crime']
475250,Omertà,['biography']
475557,Joker,['crime']
475934,காதல் கசக்குதையா,['romance']
476118,Ungarala Rambabu,['family']
476135,കപ്പുചീനോ,['romance']
476669,The King's Man,['war']
476850,కథలో రాజకుమారి,['comedy']
476882,ലവകുശ,['crime']
476941,கோட்டை மாரியம்மன்,['musical']
476946,Ragini IPS,['crime']
477116,Kabrastan,['horror']
477367,ದಂಡುಪಾಳ್ಯಂ 2,['crime']
477853,ബന്ധുക്കൾ ശത്രുക്കൾ,['family']
478176,Achammakuttiyude Achayan,['romance']
478200,அண்ணாதுரை,['drama']
478473,காளி,['horror']
478682,Gold,['documentary']
478747,మహానుభావుడు,['romance']
479289,ഉദാഹരണം സുജാത,['family']
479455,Men in Black: International,['crime']
479491,गली गुलेयन,['mystery']
479660,Srivalli,['thriller']
479855,Oye Ninne,['family']
479918,करीब करीब सिंगल,['romance']
480158,நிமிர்,['crime']
480268,Kataka,['biography']
480308,அவள்,['horror']
480414,The Curse of La Llorona,['horror']
480530,Creed II,['war']
480639,Pataki,['crime']
480810,शादी में ज़रूर आना,['family']
480812,రాజు గారి గది 2,['horror']
480852,100% காதல்,['romance']
480953,അസുരവിത്ത്‌,['crime']
481050,రాజా మీరు కేక,['romance']
481135,Phool,['thriller']
481429,గల్ఫ్,['adventure']
481441,Kahi,['drama']
481540,Cigarette,['family']
481738,Tera Intezaar,['sci-fi']
481848,The Call of the Wild,['western']
482154,Ajji,['crime']
482321,Ron's Gone Wrong,['kids']
482477,ఆక్సీజన్,['romance']
483189,वीरे दी वेडिंग,['romance']
483839,ఉన్నది ఒకటే జిందగీ,['romance']
483906,Polar,"['action', 'crime']"
483956,கடைசி பெஞ்ச் கார்த்தி,['romance']
483985,ஏண்டா தலையில எண்ண வெக்கல,['horror']
484133,Nude,['family']
484191,Allari Premikudu,['romance']
484247,A Simple Favor,['mystery']
484423,PSV గరుడ వేగ,['crime']
484641,Anna,['crime']
484718,Coming 2 America,['biography']
484922,Next Nuvve,['horror']
485455,திட்டிவாசல்,['western']
485789,భాగమతి,['horror']
485796,Maayajaalam,['mystery']
485869,ఎమ్.సీ.ఏ,['romance']
486273,Maa Pelliki Randi,['romance']
486276,కోదండ రాముడు,['romance']
486399,ఒక్కడు మిగిలాడు,['war']
486404,பள்ளிப் பருவத்திலே,['romance']
486589,Red Shoes and the Seven Dwarfs,['fantasy']
487297,What Men Want,['family']
487558,BlacKkKlansman,['crime']
487593,இரும்புத்திரை,['thriller']
487882,లండన్ బాబులు,['history']
488445,कड़वी हवा,['family']
488471,കളി,['drama']
488566,ಮಹಸಾದ್ವಿ ಮಲ್ಲಮ್ಮ,['romance']
488968,Sree Hari Hara Sudhan Swami Ayyappan,['animation']
489200,ಕಾಲೇಜ್ ಕುಮಾರ್,['family']
489433,Ali Baba 40 Dongalu,['biography']
489620,8½ Intercuts : Life and Films of K.G. George,['biography']
489852,सूरमा,['biography']
490078,ഈ.മ.യൗ,['drama']
490132,Green Book,['biography']
490839,Key,['thriller']
491418,Instant Family,['family']
491461,കരയിലേക്ക്‌ ഒരു കടൽ ദൂരം,['romance']
491462,മിന്നാമിന്നിക്കൂട്ടം,['family']
491463,നിവേദ്യം,['biography']
491480,The Boy Who Harnessed the Wind,['family']
491604,പന്തയക്കോഴി,['family']
491622,iमणिकर्णिका,"['documentary', 'war', 'biography']"
491625,गल्ली बॉय,['musical']
491627,5 Weddings,['adventure']
491629,राज़ी,['crime']
491646,രാഷ്ട്രം,['biography']
492085,Sapthagiri LLB,['crime']
492181,1921,['horror']
492188,Marriage Story,['romance']
492261,మళ్ళీ రావా,['romance']
492281,യക്ഷിയും ഞാനും,['horror']
492284,ബനാറസ്,['romance']
492339,ആകാശമിഠായി,['family']
492358,మెంటల్ మదిలో,['romance']
492659,Pilibail Yamunakka,['animation']
492809,കപ്പല് മുതലാളി,['adventure']
493103,கலகலப்பு 2,['family']
493107,சாமி²,['crime']
493177,ஜுங்கா,['mystery']
493178,மாரி 2,['crime']
493274,Juliet Lover of Idiot,['romance']
493529,Dungeons & Dragons: Honor Among Thieves,['mystery']
493620,अय्यारी,['war']
493623,Hichki,['drama']
493817,ಮಾಸ್ ಲೀಡರ್,['war']
493881,ஒரு நொடியில்,['mystery']
493922,Hereditary,['drama']
493996,Dhairyam,['family']
494061,హలో!,['romance']
494118,Kanchanamala Cable TV,['crime']
494401,బాలకృష్ణుడు,['crime']
494480,ആട് 2,['action']
494836,கஜினிகாந்த்,['romance']
494918,உத்தரவு மகாராஜா,['crime']
494950,Rajma Chawal,['family']
494987,ఒక్క క్షణం,['romance']
495009,മാസ്റ്റർപീസ്,['biography']
495019,ആന അലറലോടലറൽ,['adventure']
495105,விதி மதி உல்டா,['drama']
495121,జై సింహా,['biography']
495142,Charlie,['romance']
495312,2 Countries,['romance']
495321,ഓവർടേക്ക്,['family']
495360,Eradane Sala,['family']
495362,అజ్ఞాతవాసి,['crime']
495503,இரவுக்கு ஆயிரம் கண்கள்,"['crime', 'mystery']"
495556,ചിപ്പി,['kids']
495638,മണ്ണ്,['war']
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),['action']
495890,സ്ട്രീറ്റ് ലൈറ്റ്,['drama']
496009,സദൃശ്യവാക്യം 24:29,['mystery']
496022,కుటుంబ కథా చిత్రం,['romance']
496028,ख़ामोशी,['family']
496029,கொலையுதிர் காலம்,['horror']
496076,शून्य,['romance']
496226,பாரிஸ் பாரிஸ்,['history']
496235,Butterfly,['family']
496316,बागी 2,['action']
496319,Dhoom 4,['action']
496320,Race 3,['crime']
496321,ഈട,['romance']
496327,सुई धागा,['romance']
496328,संजू,['crime']
496331,ब्रह्मास्त्र पहला भाग: शिवा,['drama']
496334,बत्ती गुल मीटर चालू,['family']
496339,दबंग्ग ३,['crime']
496412,சார்லி சாப்ளின் 2,['romance']
496495,సై రా నరసింహ రెడ్డి,['war']
496524,सिंम्बा,['crime']
496527,October,['romance']
496698,హలో బ్రదర్,['family']
496961,"ദൈവമേ കൈതൊഴാം, കെ. കുമാറാകണം",['family']
496968,കാര്‍ബണ്‍,['thriller']
497057,ബന്ധനം,['drama']
497227,சீதக்காதி,['animation']
497294,കായംകുളം കൊച്ചുണ്ണി,['biography']
497369,ശിക്കാരി ശംഭു,['thriller']
497371,മൈ സ്റ്റോറി,['romance']
497582,Enola Holmes,['mystery']
497698,Black Widow,['action']
497828,Triangle of Sadness,['adventure']
497843,സോപാനം,['musical']
498176,Mumbai,['crime']
498366,Mr. சந்திரமௌலி,['romance']
498407,Bharjari,['romance']
498448,केसरी,['war']
498456,Patta Pagalu,['family']
498580,காஞ்சனா 3,['horror']
498598,सोनू के टीटू की स्वीटी,['romance']
498812,Badmaash,['family']
498821,கடைக்குட்டி சிங்கம்,['family']
499168,ಬಳೆಕೆಂಪ,['family']
499240,Madhosh,['family']
499360,Humble Politician Nograj,['biography']
499362,துப்பாக்கி முனை,['adventure']
499371,டைட்டானிக்,['family']
499373,రంగులరాట్నం,['romance']
499612,கேணி,['war']
499701,Dora and the Lost City of Gold,['adventure']
499789,ఛలో,['thriller']
499990,ಮಫ್ತಿ,['crime']
500024,റോസാപ്പൂ,['animation']
500189,Sneham Kosam,['romance']
500208,Majnu,['romance']
500341,మనసుకు నచ్చింది,['romance']
500366,சண்டக்கோழி 2,['war']
500494,నా పేరు సూర్య,['war']
500500,ఇంటిలిజెంట్,['biography']
500527,తొలిప్రేమ,['romance']
500544,ఆరాధన,['romance']
500565,కృష్ణార్జున యుద్ధం,['romance']
500614,Allari Alludu,['biography']
500664,Upgrade,['crime']
500695,ఆకతాయి,['biography']
500723,అ!,['thriller']
500971,அடங்க மறு,['crime']
501047,Harivu,['family']
501170,Doctor Sleep,['thriller']
501231,3ಘಂಟೆ 30ದಿನ 30ಸೆಕೆಂಡ್,['family']
501537,Plus,['family']
501606,രണം,['mystery']
501619,தலைவாசல்,['biography']
501929,The Mitchells vs. the Machines,['family']
501987,భరత్ అనే నేను,['war']
502069,குற்றப்பத்திரிக்கை,['crime']
502276,சபாஷ்,['mystery']
502356,The Super Mario Bros. Movie,['mystery']
502416,Ma,['comedy']
502479,Viswanathan Ramamoorthy,['romance']
502622,അഹം,['romance']
502703,గాయత్రి,['family']
502883,దృష్టి,['crime']
502903,Howrah Bridge,['romance']
502963,നീരാളി,['adventure']
503104,காதல் ரோஜாவே,['family']
503129,Student of the Year 2,['biography']
503356,விஸ்வாசம்,['family']
503557,கும்பகோணம் கோபாலு,['crime']
503577,Jaal,['biography']
503585,ఆటగాడు,['crime']
503611,Rowdy Durbar,['musical']
503620,தாலி புதுசு,['romance']
503629,கறுப்பு ரோஜா,['family']
503663,இரட்டை ரோஜா,['romance']
503736,Army of the Dead,['crime']
503838,Raid,['crime']
503879,தொட்டில் குழந்தை,['romance']
503919,The Lighthouse,['mystery']
503928,Mahabharat,['drama']
504022,தங்க பாப்பா,['horror']
504032,ஆத்மா,['adventure']
504050,இது எங்கள் நீதி,['comedy']
504080,धड़क,['romance']
504172,The Mule,['crime']
504184,செக்கச்சிவந்த வானம்,['family']
504195,டிராஃபிக் ராமசாமி,['crime']
504227,திமிரு புடிச்சவன்,['mystery']
504231,சர்கார்,['biography']
504233,களவாணி மாப்பிள்ளை,['family']
504314,സുഡാനി  from  നൈജീരിയ,['biography']
504404,Rajput,['war']
504437,சர்வம் தாளமயம்,['musical']
504504,നെല്ലിക്ക,['romance']
504703,மருதுபாண்டி,['crime']
504717,தாஜ்மகால்,['romance']
504737,மனைவி ஒரு மந்திரி,['comedy']
505026,Death on the Nile,['mystery']
505127,வருஷமெல்லாம் வசந்தம்,['family']
505175,Love per Square Foot,['romance']
505432,ഒരു അഡാർ ലവ്,['romance']
505642,Black Panther: Wakanda Forever,['action']
505682,कराम्दाता,['romance']
505686,பூமராங்,['mystery']
505727,Chingari,['crime']
505782,Sayanam,['horror']
505879,வஞ்சகர் உலகம்,"['crime', 'mystery']"
505906,சீமராஜா,['family']
505908,సాక్ష్యం,['thriller']
505927,Zor,['crime']
505929,90 ML,['family']
505951,கண்ணும் கண்ணும் கொள்ளையடித்தால்,['crime']
505971,தடம்,"['crime', 'mystery']"
505992,प्रेम कहानी,['war']
506076,ఆచారి అమెరికా యాత్ర,['western']
506097,கன்னி ராசி,['romance']
506574,Descendants 3,['adventure']
507040,రా.. రా...,['horror']
507086,Jurassic World Dominion,['adventure']
507089,Five Nights at Freddy's,['crime']
507241,The Killer's Game,['crime']
507390,நட்புனா என்னானு தெரியுமா,['romance']
507409,பில்லா பாண்டி,['sci-fi']
507463,എറണാകുളം ജങ്ക്ഷൻ,['family']
507466,ഗന്ധർവ്വക്ഷേത്രം,['romance']
507574,கோலி சோடா 2,['drama']
507839,Manchi Lakshanalunna Abbayi,['family']
507941,Section 375,['crime']
508243,നിങ്ങളെന്നെ കമ്മ്യൂണിസ്റ്റാക്കി,['family']
508358,யோகம் ராஜயோகம்,['romance']
508396,ದಿ ವಿಲನ್,['biography']
508407,പൂമ്പാറ്റ,['family']
508439,Onward,['fantasy']
508442,Soul,['drama']
508516,ടാക്സികാർ,['crime']
508868,Kirrak Party,['romance']
508887,చల్‌ మోహన రంగా,['romance']
508943,Luca,['adventure']
508947,Turning Red,['kids']
508965,Klaus,['mystery']
509148,Bhale Khaideelu,['romance']
509321,Darja Donga,['family']
509705,यादगार,['crime']
509769,விடுகதை,['romance']
509967,6 Underground,['action']
510040,Gopala Rao Gari Abbayi,['animation']
510568,Tagaru,['crime']
511161,வெண்ணிலா கபடிகுழு 2,['biography']
511339,గ్యాంగ్ మాస్టర్,['crime']
511640,Golmaal,['romance']
511663,അർദ്ധനാരി,['family']
511680,రాజు భై,['crime']
511709,Gharshane,['action']
511752,ഇര,['romance']
512098,Blackmail,['romance']
512180,यमला पगला दिवाना फिर से,['family']
512195,Red Notice,['crime']
512198,Dead Bride,['horror']
512200,Jumanji: The Next Level,['adventure']
512271,கண்ணே கனியமுதே,['romance']
512291,പരോൾ,['crime']
512294,കുട്ടനാടന്‍ മാര്‍പാപ്പ,['romance']
512295,സ്വാതന്ത്ര്യം അര്‍ദ്ധരാത്രിയില്‍,['drama']
512391,തീവണ്ടി,['comedy']
512531,ப்யார் ப்ரேமா காதல்,"['romance', 'family']"
512534,நோட்டா,['family']
512570,Jaan,['crime']
512745,Amma Ponnu,['family']
512746,வெற்றி விநாயகர்,['animation']
512766,வானம்பாடி,['drama']
512773,ఓం శాంతి,['sci-fi']
512866,ಅಂಜನಿಪುತ್ರ,['crime']
512995,ಕವಿರತ್ನ ಕಾಳಿದಾಸ,['romance']
513310,Boss Level,['mystery']
513394,ರಾಜರಥ,['romance']
514586,फोटोग्राफ,['family']
514593,You Should Have Left,['family']
514700,Tarak,['romance']
514847,The Hunt,['mystery']
514999,Murder Mystery,"['crime', 'mystery']"
515001,Jojo Rabbit,['war']
515121,Atithi,['thriller']
515134,తోడికోడళ్ళు,['family']
515195,Yesterday,['mystery']
515666,आमने सामने,['crime']
515670,दो मुसाफिर,['romance']
515831,चोर सिपाही,['crime']
515851,Samhaara,['horror']
515853,Gultoo,['crime']
515856,Churikatte,['crime']
516063,Raju Kannada Medium,['biography']
516486,Greyhound,['war']
516533,Vascodigama,['family']
516632,The Empty Man,['mystery']
516729,Paddington in Peru,['adventure']
517508,హలో గురు ప్రేమ కోసమే,['family']
517704,എനിക്കും ഒരു ദിവസം,['family']
517718,వయ్యారి భామలు వగలమారి భర్తలు,['family']
517975,मंटो,['family']
518302,ಚಮಕ್,['romance']
518497,Monsieur (Sir),['romance']
518794,సొమ్మొకడిది సోకొకడిది,['family']
519182,Despicable Me 4,['crime']
519909,Santhu Straight Forward,['crime']
520023,Bodies Bodies Bodies,['horror']
520176,Ishtakamya,['romance']
520393,టాక్సీవాలా,['biography']
520758,Chicken Run: Dawn of the Nugget,['mystery']
520763,A Quiet Place Part II,"['adventure', 'thriller']"
521029,Annabelle Comes Home,['horror']
521080,बायस्‍कोपवाला,['family']
521263,पैसा वसूल,['family']
521400,Milana,['romance']
521404,Male Barali Manju Irali,['crime']
521440,వంశోద్ధారకుడు,['biography']
521445,അങ്കിൾ,['romance']
521449,సమ్మక్క సారక్క,['animation']
521714,యాత్ర,['documentary']
521854,അരവിന്ദന്‍റെ അതിഥികൾ,['family']
521986,Kutti Pisasu,['animation']
522162,Midway,"['war', 'documentary', 'drama']"
522212,Just Mercy,['biography']
522402,Finch,['kids']
522437,Sathya Harishchandra,['romance']
522495,ബി ടെക്,['thriller']
522621,ചാണക്യതന്ത്രം,['crime']
522627,The Gentlemen,['crime']
522681,Escape Room,['thriller']
522931,Hitman's Wife's Bodyguard,['crime']
522938,Rambo: Last Blood,['crime']
522988,अमोली,['family']
523030,வர்மா,['romance']
523277,मनमर्ज़ियाँ,['family']
523762,మెహబూబా,['romance']
523789,Onde Guri,['thriller']
523951,കുട്ടൻപിള്ളയുടെ ശിവരാത്രി,['horror']
524025,அசுரவதம்,['crime']
524047,Greenland,['adventure']
524288,Period. End of Sentence.,['family']
524434,Eternals,['sci-fi']
524571,നാം,['romance']
525184,Hyderabad Love Story,['romance']
525729,फेमस,"['romance', 'adventure', 'drama']"
525765,Gramapanchayath,['biography']
526078,Eluka Majaka,['romance']
526090,मुल्क,['documentary']
526191,LKG,['biography']
526216,ಜ್ಯೇಷ್ಠ,['horror']
526651,Pilots,['biography']
526770,అమ్మమ్మగారిల్లు,['romance']
526772,నేల టిక్కెట్టు,['action']
526871,Tora Tora,['sci-fi']
526896,Morbius,['biography']
526981,ರಾಟೆ,['romance']
526983,Sipaayi,['crime']
526984,Happy New Year,['drama']
527511,Bhavesh Joshi Superhero,['action']
527641,Five Feet Apart,['romance']
527708,అంతం,['crime']
527774,Raya and the Last Dragon,['fantasy']
527833,தமிழ் படம் 2.0,['crime']
527862,Officer,['crime']
528445,మద్యాహ్నపు హత్య,"['mystery', 'crime']"
528602,ఆహ్వానం,['romance']
528613,Gowri,['crime']
528765,రాజుగాడు,['crime']
528869,കാഴ്ചക്കപ്പുറം,['documentary']
528876,നെറ്റിപ്പട്ടം,['biography']
528904,అల్లుడుగారు వచ్చారు,['romance']
528914,Shivu Paru,['romance']
528920,Police Story 3,['family']
528922,బలరామ కృష్ణులు,['family']
528926,Shathaya Gathaya,['family']
528951,పండగ,['animation']
528954,పెళ్లి పందిరి,['crime']
529118,ఆప్త మిత్రులు,['family']
529165,Vanilla,['mystery']
529203,The Croods: A New Age,['western']
529328,ജൂനിയർ സീനിയർ,['crime']
530071,నా నువ్వే,['romance']
530154,Lust Stories,"['romance', 'family']"
530198,సమ్మోహనం,['animation']
530217,ஆர். கே. நகர்,['crime']
530276,Hombanna,['western']
530385,Midsommar,['adventure']
530581,365 Days,['romance']
530588,അബ്രഹാമിന്‍റെ സന്തതികള്‍,['crime']
530727,ഞാൻ മേരിക്കുട്ടി,['drama']
530749,అమ్మ చెప్పింది,['family']
530759,మీ శ్రేయోభిలాషి,['romance']
530915,1917,['war']
531007,Sri Krishna 2006,['romance']
531010,Hungama,['romance']
531013,Bangaru Babu,['biography']
531031,కాళిదాసు,['family']
531036,Kushi Kushiga,['romance']
531045,ఒక V చిత్రం,['comedy']
531219,Roald Dahl's The Witches,['horror']
531420,అమ్మాయి కోసం,['romance']
531589,நீல மலர்கள்,['family']
531597,सत्यमेव जयते,['crime']
531601,अर्जुन पाटियाला,['comedy']
531723,കൂടെ,['horror']
531729,ലില്ലി,['thriller']
531757,பொங்கலோ பொங்கல்,['crime']
531828,തീർത്ഥയാത്ര,['drama']
531897,జంబ లకిడి పంబ,['romance']
532086,മദനോത്സവം,['romance']
532584,அண்டாவ காணோம்,['family']
532789,ఈ నగరానికి ఏమైంది?,['family']
532869,என்ஜிகே,['family']
533041,അമൃതം,['family']
533148,एक लड़की को देखा तोह ऐसा लगा,['romance']
533237,कारवाँ,['romance']
533238,கோலமாவு கோகிலா,['crime']
533444,Waves,['family']
533535,Deadpool & Wolverine,['action']
533660,காட்டேரி,['horror']
533674,நீயா 2,['romance']
533885,காப்பான்,['crime']
533889,லக்ஷ்மி,['musical']
533991,स्त्री,['history']
534075,सुपर 30,['biography']
534081,संदीप और पिंकी फरार,['crime']
534139,गो गोआ गॉन 2,['family']
534197,ಚೆಲುವಿ/चेलुवी,['fantasy']
534333,తేజ్... I Love You,['romance']
534343,పంతం,['mystery']
534393,പരിണാമം,['family']
534530,అరవింద సమేత... వీర రాఘవ,['drama']
534669,മുല്ലവള്ളിയും തേന്മാവും,['romance']
534686,साहेब बीवी और गैंगस्टर 3,['crime']
534780,अंधाधुन,['mystery']
534953,காற்றின் மொழி,['drama']
534963,100,"['mystery', 'crime']"
534993,பேட்ட,['crime']
535020,தொட்டால் பூ மலரும்,['family']
535144,सोनचिरिया,['crime']
535156,மாநாடு,['sci-fi']
535169,అమర్ అక్బర్ ఆంటోని,['crime']
535172,డిస్కో రాజా,['mystery']
535223,அசுரகுரு,['crime']
535292,21 Bridges,"['mystery', 'crime']"
535349,முகம்,['comedy']
535369,RX 100,['romance']
535397,విజేత,['family']
535444,ചാമരം,['romance']
535657,U Turn,['mystery']
536013,காளிதாஸ்,"['mystery', 'crime']"
536026,ಟ್ರಂಕ್,['family']
536033,ಲವ್ ಯು 2,['family']
536239,Galaate,['romance']
536420,సవ్యసాచి,['family']
536429,శైలజారెడ్డి అల్లుడు,['family']
536461,டார்ச்லைட்,['family']
536475,ಆ ಕರಾಳ ರಾತ್ರಿ,['drama']
536554,M3GAN,['kids']
536591,பொன் மாணிக்கவேல்,"['crime', 'mystery']"
536595,கனா,['family']
536613,ஹவுஸ் ஓனர்,['romance']
536771,W/O రామ్,['mystery']
536939,లవర్,['romance']
537436,ഭൂപതി,['crime']
537657,Little Superman,['biography']
537915,After,['drama']
537996,The Ballad of Buster Scruggs,"['western', 'war']"
538112,हैप्पी फिर भाग जाएगी,['mystery']
538394,नवबज़ादे,['romance']
538402,ഭയാനകം,['war']
538513,रावण राज,['crime']
538599,जल्लाद,['crime']
538834,द डॉन,['crime']
538858,तुम्बाड,['history']
539009,तीसरा कौन,"['crime', 'mystery']"
539315,தேவ்,"['war', 'biography', 'drama']"
539811,60 வயது மாநிறம்,['mystery']
539877,ಕಥೆಯೊಂದು ಶುರುವಾಗಿದೆ,['romance']
539972,Kraven the Hunter,['action']
540012,Rudra Tandava,['family']
540189,గూఢచారి,['biography']
540215,చి ల సౌ,['romance']
540263,Happy Wedding,['romance']
540313,Udaan,['crime']
540396,శ్రీనివాస కళ్యాణం,['family']
540468,గీత గోవిందం,['family']
540592,Paddayi,['history']
540612,पल्टन,['war']
540620,लैला मजनू,['romance']
541267,పేపర్ బాయ్,['family']
541487,మహర్షి,['biography']
541495,मर्द को दर्द नहीं होता,['war']
541671,Ballerina,['crime']
541795,Chanti,['crime']
542003,आइना,['family']
542092,എന്‍റെ മെഴുതിരി അത്താഴങ്ങൾ,['family']
542178,The French Dispatch,['mystery']
542187,सागर संगम,['animation']
542248,Padarasa,['family']
542264,Vandana,['family']
542274,Abhisaarike,['romance']
542460,पटाखा,['family']
542625,Hosa Climax,['family']
542627,Loudspeaker,['family']
542629,Puttaraju Lover of Shashikala,['family']
543407,Life Jothe Ondu Selfie,"['adventure', 'drama', 'romance']"
543413,Ayogya,['family']
543415,Onthara Bannagalu,['family']
543530,மீண்டும் ஒரு மரியாதை,['family']
543692,नमस्ते इंग्लैंड,['romance']
543693,Jabariya Jodi,['romance']
543715,अनाड़ी,['family']
543723,हीरा और पत्थर,['war']
543969,सूरज,['thriller']
544401,Cherry,['drama']
544681,నీవెవరో,['romance']
